Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
445,Renato Steffen\Renato-Steffen,ch SUI,FWMF,Wolfsburg,28,1991,17.4,26,15,8,14,4,8,29,27.6,21,286,79,27.6,70,147,69,33,3,0,30,13,39,13,0,Matches
446,Pascal Stenzel\Pascal-Stenzel,de GER,DF,Stuttgart,24,1996,14.2,33,18,17,15,1,19,48,39.6,29,186,58,31.2,95,80,11,33,4,1,29,18,51,42,1,Matches
447,Lars Stindl\Lars-Stindl,de GER,MFFW,M'Gladbach,31,1988,21.8,35,23,7,21,7,8,33,24.2,25,458,117,25.5,78,209,171,27,4,1,23,6,41,21,0,Matches
448,Kevin Stöger\Kevin-Stoger,at AUT,MFFW,Mainz 05,26,1993,6.0,14,10,5,6,3,4,16,25.0,12,97,33,34.0,29,42,26,9,0,0,9,11,25,7,0,Matches
449,Tobias Strobl\Tobias-Strobl,de GER,MF,Augsburg,30,1990,20.5,25,14,12,12,1,12,36,33.3,24,312,99,31.7,107,174,31,34,12,0,22,28,53,30,0,Matches
450,Marek Suchý\Marek-Suchy,cz CZE,DF,Augsburg,32,1988,3.4,5,3,1,4,0,1,2,50.0,1,26,10,38.5,11,15,0,5,4,1,1,1,6,12,0,Matches
451,Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,24,1995,16.7,33,18,18,11,4,12,24,50.0,12,159,60,37.7,69,63,27,29,11,0,18,21,54,43,1,Matches
452,Ádám Szalai\Adam-Szalai,hu HUN,FW,Mainz 05,32,1987,8.1,7,7,3,2,2,1,6,16.7,5,132,42,31.8,14,60,58,4,1,0,3,3,10,2,0,Matches
453,Frederik Sørensen\Frederik-Sorensen,dk DEN,DF,Köln,28,1992,1.1,2,2,0,2,0,0,2,0.0,2,26,9,34.6,13,9,4,3,0,0,3,0,2,3,0,Matches
454,Alexander Sørloth\Alexander-Sorloth,no NOR,FW,RB Leipzig,24,1995,16.0,11,7,1,6,4,5,19,26.3,14,315,106,33.7,11,116,188,18,2,0,16,5,16,13,0,Matches
455,Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,24,1996,24.7,35,18,23,11,1,13,23,56.5,10,212,75,35.4,107,93,12,45,16,1,29,47,82,126,0,Matches
456,Edmond Tapsoba\Edmond-Tapsoba,bf BFA,DF,Leverkusen,21,1999,29.5,64,34,45,18,1,22,52,42.3,30,383,135,35.2,205,152,26,72,26,1,46,49,113,149,2,Matches
457,Niklas Tauer\Niklas-Tauer,de GER,MFDF,Mainz 05,19,2001,0.8,1,0,0,1,0,0,2,0.0,2,13,3,23.1,4,7,2,4,1,0,3,0,1,5,0,Matches
458,Lino Tempelmann\Lino-Tempelmann,de GER,MFDF,Freiburg,21,1999,3.0,5,3,2,3,0,0,2,0.0,2,63,16,25.4,24,36,3,8,1,0,7,0,5,7,0,Matches
459,Cedric Teuchert\Cedric-Teuchert,de GER,FWMF,Union Berlin,23,1997,8.4,10,7,1,8,1,2,17,11.8,15,176,51,29.0,25,97,54,14,0,0,14,11,21,6,0,Matches
460,Malick Thiaw\Malick-Thiaw,de GER,DF,Schalke 04,18,2001,16.1,47,20,27,18,2,15,30,50.0,15,222,65,29.3,116,94,12,29,14,0,15,33,80,80,0,Matches
461,Jan Thielmann\Jan-Thielmann,de GER,FWMF,Köln,18,2002,11.4,18,12,4,9,5,2,7,28.6,5,206,59,28.6,29,101,76,12,1,0,11,8,26,4,0,Matches
462,Erik Thommy\Erik-Thommy,de GER,DFFW,Stuttgart,25,1994,3.5,4,0,0,3,1,1,4,25.0,3,57,13,22.8,16,22,19,6,0,0,6,7,11,5,0,Matches
463,Marcus Thuram\Marcus-Thuram,fr FRA,FW,M'Gladbach,22,1997,19.2,22,16,10,6,6,5,18,27.8,13,328,97,29.6,52,157,119,34,3,0,31,20,42,14,0,Matches
464,Steffen Tigges\Steffen-Tigges,de GER,FW,Dortmund,22,1998,0.6,4,3,0,1,3,2,3,66.7,1,23,6,26.1,3,12,8,3,0,0,3,0,4,1,0,Matches
465,Guus Til\Guus-Til,nl NED,FW,Freiburg,22,1997,1.4,4,1,2,1,1,2,4,50.0,2,38,9,23.7,8,11,19,2,0,0,2,1,5,2,0,Matches
466,Corentin Tolisso\Corentin-Tolisso,fr FRA,MF,Bayern Munich,25,1994,8.7,17,12,3,13,1,8,25,32.0,17,154,38,24.7,32,87,35,17,1,0,16,3,20,10,0,Matches
467,Ömer Toprak\Omer-Toprak,tr TUR,DF,Werder Bremen,31,1989,21.6,31,13,20,10,1,10,24,41.7,14,163,53,32.5,95,60,8,41,16,0,25,51,82,142,2,Matches
468,Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,22,1997,10.8,13,7,11,1,1,4,11,36.4,7,116,32,27.6,71,35,10,17,2,0,15,20,33,70,4,Matches
469,Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,24,1996,7.8,16,13,6,6,4,8,16,50.0,8,117,37,31.6,36,47,34,15,1,0,14,11,27,20,1,Matches
470,Lucas Tousart\Lucas-Tousart,fr FRA,MF,Hertha BSC,23,1997,23.2,51,36,26,22,3,13,33,39.4,20,447,155,34.7,151,240,56,54,7,0,47,42,93,78,2,Matches
471,Ibrahima Traoré\Ibrahima-Traore,gn GUI,FWDF,M'Gladbach,32,1988,1.1,2,1,1,1,0,1,3,33.3,2,22,8,36.4,5,10,7,2,0,0,2,0,2,0,0,Matches
472,Kevin Trapp\Kevin-Trapp,de GER,GK,Eint Frankfurt,30,1990,33.0,0,0,0,0,0,0,1,0.0,1,5,1,20.0,5,0,0,0,0,0,0,1,1,2,3,Matches
473,Christopher Trimmel\Christopher-Trimmel,at AUT,DF,Union Berlin,33,1987,28.6,58,33,40,14,4,22,50,44.0,28,331,108,32.6,164,126,41,46,9,0,37,58,116,92,0,Matches
474,Tuta\Tuta,br BRA,DF,Eint Frankfurt,21,1999,16.2,32,14,18,13,1,12,38,31.6,26,230,68,29.6,112,93,25,32,3,0,29,31,63,71,1,Matches
475,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,21,1998,25.9,51,31,30,20,1,14,26,53.8,12,287,114,39.7,130,144,13,40,14,0,26,37,88,95,0,Matches
476,Mark Uth\Mark-Uth,de GER,FWMF,Schalke 04,28,1991,16.6,26,18,14,6,6,5,26,19.2,21,323,84,26.0,72,167,84,18,0,0,18,14,40,6,1,Matches
477,Ruben Vargas\Ruben-Vargas,ch SUI,MFFW,Augsburg,21,1998,17.9,23,13,8,13,2,4,21,19.0,17,267,89,33.3,68,123,76,39,3,0,36,28,51,20,1,Matches
478,Miloš Veljković\Milos-Veljkovic,rs SRB,DF,Werder Bremen,24,1995,19.1,18,16,15,2,1,6,32,18.8,26,199,65,32.7,123,65,11,42,13,0,29,31,49,127,0,Matches
479,Michel Vlap\Michel-Vlap,nl NED,MFFW,Arminia,23,1997,4.1,1,1,0,1,0,0,8,0.0,8,99,18,18.2,14,54,31,5,0,0,5,4,5,3,0,Matches
480,Andreas Voglsammer\Andreas-Voglsammer,de GER,FWMF,Arminia,28,1992,11.1,11,9,6,3,2,3,19,15.8,16,184,50,27.2,26,97,61,15,1,0,14,5,16,10,0,Matches
481,Kevin Vogt\Kevin-Vogt,de GER,DF,Hoffenheim,28,1991,20.5,26,17,18,8,0,11,21,52.4,10,165,61,37.0,96,64,5,24,11,1,13,11,37,89,1,Matches
482,Silas Wamangituka\Silas-Wamangituka,cd COD,DFFW,Stuttgart,20,1999,21.3,50,30,28,16,6,21,47,44.7,26,313,90,28.8,93,129,91,39,2,0,37,23,73,13,1,Matches
483,Wout Weghorst\Wout-Weghorst,nl NED,FW,Wolfsburg,27,1992,32.7,13,12,2,7,4,4,16,25.0,12,581,176,30.3,27,216,338,20,5,0,15,6,19,25,1,Matches
484,Mitchell Weiser\Mitchell-Weiser,de GER,DF,Leverkusen,26,1994,2.5,4,2,1,2,1,2,5,40.0,3,47,18,38.3,15,23,9,2,0,0,2,2,6,8,0,Matches
485,Wendell\Wendell,br BRA,DF,Leverkusen,27,1993,16.2,54,30,27,17,10,14,43,32.6,29,241,90,37.3,101,101,39,35,3,1,32,40,94,53,0,Matches
486,Oscar Wendt\Oscar-Wendt,se SWE,DF,M'Gladbach,34,1985,13.9,15,5,5,8,2,4,13,30.8,9,96,33,34.4,34,44,18,31,6,0,25,15,30,37,0,Matches
487,William\William,br BRA,FW,Wolfsburg,25,1995,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
488,William\William,br BRA,DFFW,Schalke 04,25,1995,5.3,19,9,13,5,1,9,24,37.5,15,102,25,24.5,63,32,7,16,4,0,12,14,33,13,0,Matches
489,Marten Winkler\Marten-Winkler,de GER,FW,Hertha BSC,17,2002,0.0,0,0,0,0,0,0,0,,0,2,0,0.0,0,2,0,0,0,0,0,0,0,0,0,Matches
490,Florian Wirtz\Florian-Wirtz,de GER,MF,Leverkusen,17,2003,24.7,25,18,10,13,2,7,35,20.0,28,500,155,31.0,67,263,170,34,3,0,31,20,45,3,1,Matches
491,Axel Witsel\Axel-Witsel,be BEL,MF,Dortmund,31,1989,12.6,20,15,7,12,1,7,16,43.8,9,161,59,36.6,52,93,16,17,3,0,14,15,35,14,0,Matches
492,Hannes Wolf\Hannes-Wolf,at AUT,MFFW,M'Gladbach,21,1999,15.3,27,19,7,14,6,8,37,21.6,29,382,105,27.5,76,203,103,25,2,0,23,12,39,4,0,Matches
493,Marius Wolf\Marius-Wolf,de GER,DFMF,Köln,25,1995,28.3,33,18,19,12,2,11,40,27.5,29,374,109,29.1,140,148,86,49,4,0,45,33,66,48,1,Matches
494,Nick Woltemade\Nick-Woltemade,de GER,MFFW,Werder Bremen,18,2002,1.6,2,1,1,1,0,1,2,50.0,1,34,13,38.2,6,15,13,2,0,0,2,1,3,0,0,Matches
495,Jeong Woo-yeong\Jeong-Woo-yeong,kr KOR,FWMF,Freiburg,20,1999,9.1,9,4,1,6,2,3,18,16.7,15,259,57,22.0,39,144,76,12,1,0,11,10,19,11,0,Matches
496,Joscha Wosz\Joscha-Wosz,de GER,DFFW,RB Leipzig,18,2002,0.4,1,1,1,0,0,0,0,,0,11,2,18.2,3,4,4,3,0,0,3,0,1,0,0,Matches
497,Reinhold Yabo\Reinhold-Yabo,de GER,MFFW,Arminia,28,1992,7.2,10,7,4,3,3,3,11,27.3,8,106,26,24.5,34,45,27,7,2,0,5,7,17,2,0,Matches
498,Amin Younes\Amin-Younes,de GER,MFFW,Eint Frankfurt,26,1993,15.5,27,19,9,14,4,8,37,21.6,29,338,93,27.5,74,163,101,22,2,0,20,17,44,3,0,Matches
499,Dan-Axel Zagadou\Dan-Axel-Zagadou,fr FRA,DF,Dortmund,21,1999,3.1,3,1,2,1,0,0,0,,0,23,8,34.8,19,4,0,5,3,0,2,9,12,12,0,Matches
500,Denis Zakaria\Denis-Zakaria,ch SUI,MFDF,M'Gladbach,23,1996,15.8,28,21,15,11,2,11,22,50.0,11,197,64,32.5,85,96,16,29,10,0,19,29,57,35,1,Matches
501,Deyovaisio Zeefuik\Deyovaisio-Zeefuik,nl NED,DFMF,Hertha BSC,22,1998,10.1,19,14,12,3,4,4,17,23.5,13,220,61,27.7,99,81,40,31,2,0,29,8,27,32,0,Matches
502,Robin Zentner\Robin-Zentner,de GER,GK,Mainz 05,25,1994,31.0,0,0,0,0,0,0,2,0.0,2,5,2,40.0,5,0,0,0,0,0,0,0,0,1,3,Matches
503,Ron-Robert Zieler\Ron-Robert-Zieler,de GER,GK,Köln,31,1989,0.6,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
504,Joshua Zirkzee\Joshua-Zirkzee,nl NED,FW,Bayern Munich,19,2001,1.0,0,0,0,0,0,0,2,0.0,2,12,3,25.0,1,4,7,0,0,0,0,0,0,0,0,Matches
505,Steven Zuber\Steven-Zuber,ch SUI,DFMF,Eint Frankfurt,28,1991,6.5,27,15,10,13,4,7,20,35.0,13,110,37,33.6,32,56,22,7,2,0,5,2,29,1,0,Matches
